License #,DBA Name,Address,City,State,Zip,Latitude,Longitude
1542233,SPORTS BAR WHITE STAR,3049 N CICERO AVE ,CHICAGO,IL,60641,41.93666807,-87.7466546
1542249,THE HOT SPOT ON ARMITAGE,2824 W ARMITAGE AVE ,CHICAGO,IL,60647,41.91758959,-87.6982529
1542300,DOLLOP  COFFEE CO.,4181 N CLARENDON AVE ,CHICAGO,IL,60613,41.95794015,-87.64965206
1542341,OK FOOD,6858 S ABERDEEN ST ,CHICAGO,IL,60621,41.76881946,-87.65193404
1542355,CENTERS FOR NEW HORIZONS AT DAWSON TECHNICAL INSTITUTE,3901 S STATE ST ,CHICAGO,IL,60609,41.82362189,-87.62627976
1542356,JA MEAT & GROCERTY INC,2732 W DEVON AVE ,CHICAGO,IL,60659,41.997689,-87.69849449
1542362,MAMA'S BOY,445 N DEARBORN ST ,CHICAGO,IL,60654,41.89058111,-87.62947503
1542412,WALGREENS # 07179,2 E ROOSEVELT RD ,CHICAGO,IL,60605,41.86752386,-87.62738386
1542416,WALGREENS # 09001,191 N CLARK ST ,CHICAGO,IL,60601,41.88549078,-87.63082227
1542479,TAKASHI  RESTAURANT,1952 N DAMEN AVE ,CHICAGO,IL,60647,41.91744057,-87.67775724
1542497,JIM NOODLE & RICE,2819 N LINCOLN AVE ,CHICAGO,IL,60657,41.9330949,-87.6592489
1542518,PAPA GIORGIO'S PIZZERIA INC.,2604 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96867904,-87.6940301
1542579,NEW YORK EATERY INC.,2462 W ARMITAGE AVE ,CHICAGO,IL,60647,41.9176656,-87.68963317
1542599,Meiji,621 -623 W RANDOLPH ST ,CHICAGO,IL,60661,41.88432009,-87.64368972
1542629,MIAMI FOOD,5000 S ASHLAND AVE ,CHICAGO,IL,60609,41.80304684,-87.66496864
1542637,EL BARAKAH,7300 S SOUTH SHORE DR ,CHICAGO,IL,60649,41.76390956,-87.5606415
1542642,FRUTERIA ANDREA,2800 S DRAKE AVE ,CHICAGO,IL,60623,41.84064579,-87.71361643
1542654,ORIGINAL KABABISH OF LONDON,2437 W DEVON AVE ,CHICAGO,IL,60659,41.9975974,-87.69133152
1542707,"PAN PETROL, INC",4102 W PETERSON AVE ,CHICAGO,IL,60646,41.99020877,-87.73149093
1542725,SAMMY G FOOD,4132 W 16TH ST ,CHICAGO,IL,60623,41.85893379,-87.72856769
1542731,IMAGES,3908-3910 N LINCOLN AVE ,CHICAGO,IL,60613,41.95255491,-87.67780467
1542795,7-ELEVEN,343 N LA SALLE ST ,CHICAGO,IL,60654,41.88863333,-87.63236253
1542845,TIGER FOOD MART,6560 S WESTERN AVE ,CHICAGO,IL,60636,41.77387125,-87.68364378
1542898,PAUSE,1107 W BERWYN AVE ,CHICAGO,IL,60640,41.97806215,-87.65820552
1542900,RACINE PANTRY,3056 N RACINE AVE ,CHICAGO,IL,60657,41.93790914,-87.65904492
1542907,FORJAY INC.,8451 S PULASKI RD ,CHICAGO,IL,60652,41.73880045,-87.72142256
1542917,VOLO RESTAURANT,2008 W ROSCOE ST ,CHICAGO,IL,60618,41.94332263,-87.6788491
1542920,KITSCH'N RIVER NORTH,600 W CHICAGO AVE ,CHICAGO,IL,60654,41.89658519,-87.64299618
1542935,DEL CAMPOS RESTAURANT,3125 W CERMAK RD ,CHICAGO,IL,60623,41.85167176,-87.70397303
1542990,"DIVISION FOOD & LIQUOR, INC.",3251 W DIVISION ST ,CHICAGO,IL,60651,41.90270229,-87.70880548
1543051,SUBWAY,1501 W MADISON ST ,CHICAGO,IL,60607,41.88137665,-87.66449649
1543101,FANNIE MAY CONFECTIONS #152,343 N MICHIGAN AVE ,CHICAGO,IL,60601,41.8877503,-87.62441087
1543102,FANNIE MAY CONFECTIONS #190,5543 S HARLEM AVE ,CHICAGO,IL,60638,41.79058776,-87.80132193
1543113,ESCABANA CITGO INC.,2855-2863 E 95TH ST ,CHICAGO,IL,60617,41.72261573,-87.55440946
1543160,57 RIB HOUSE,9709 S HALSTED ST ,CHICAGO,IL,60628,41.71743486,-87.64295572
1543206,CHICAGO BILLIARD CAFE,5933 W IRVING PARK RD ,CHICAGO,IL,60634,41.95295977,-87.77569296
1543248,SUBWAY 1121,2938 N BROADWAY ,CHICAGO,IL,60657,41.9360487,-87.64440998
1543253,GOLD BUDHA INC.,312 W RANDOLPH ST ,CHICAGO,IL,60606,41.88457448,-87.635778
1543266,"HO FAT LEE CHINESE KITCHEN, I NC.",1114 S KEDZIE AVE ,CHICAGO,IL,60612,41.86778017,-87.70585901
1543286,HOLIDAY INN CHICAGO O'HARE,5615 N CUMBERLAND AVE ,CHICAGO,IL,60631,41.98142816,-87.8364343
1543307,RENAISSANCE CHICAGO O'HARE HOTEL,8500 W BRYN MAWR AVE ,CHICAGO,IL,60631,41.98118072,-87.83916756
1543313,RENAISSANCE CHICAGO O'HARE HOTEL,8500 W BRYN MAWR AVE ,CHICAGO,IL,60631,41.98118072,-87.83916756
1543338,SHARKS FISH & CHICKEN,7828 S WESTERN AVE ,CHICAGO,IL,60620,41.75104541,-87.68302047
1543347,BURGER KING # 215,6261 N LINCOLN AVE ,CHICAGO,IL,60659,41.9957096,-87.71579472
1543349,BURGER KING # 3386,5211 S CICERO AVE ,CHICAGO,IL,60632,41.79828531,-87.74276777
1543351,BURGER KING # 6345,4514 W DIVERSEY AVE ,CHICAGO,IL,60639,41.93173124,-87.73985422
1543353,BURGER KING # 10797,2834 W NORTH AVE ,CHICAGO,IL,60647,41.91031544,-87.69835677
1543356,BURGER KING # 12663,6350 S CICERO AVE ,CHICAGO,IL,60638,41.77692054,-87.74238401
1543357,BURGER KING # 14476,6950 S PULASKI RD ,CHICAGO,IL,60629,41.76620155,-87.72259366
1543377,POTBELLY SANDWICH WORKS LLC,7601 S CICERO AVE ,CHICAGO,IL,60652,41.75466012,-87.74138476
1543381,MARGARITA'S MEAT MARKET,2709 E 79TH ST ,CHICAGO,IL,60649,41.75172636,-87.55846798
1543382,POTBELLY SANDWICH WORKS LLC,542 S Dearborn ST ,CHICAGO,IL,60605,41.874862,-87.62936304
1543400,GRAND CONFECTIONS,1101 W JACKSON BLVD ,CHICAGO,IL,60607,41.87772021,-87.65469
1543417,7-ELEVEN,535 S STATE ST ,CHICAGO,IL,60605,41.87501057,-87.62747463
1543419,POTBELLY SANDWICH WORKS LLC,150 S WACKER DR ,CHICAGO,IL,60606,41.87941085,-87.63710396
1543425,NINOS FOODS,3600 W IRVING PARK RD ,CHICAGO,IL,60618,41.9538932,-87.71788567
1543434,MRS BAIRD'S BAKERIES TRUST,2503 S BLUE ISLAND AVE ,CHICAGO,IL,60608,41.84681516,-87.67992375
1543462,SNAK PALACE & SWEET SHOP,1051 B W GRANVILLE AVE ,CHICAGO,IL,60660,41.994477,-87.65757283
1543495,"NAPER NATURAL PIZZA, LLC.",2801 N LINCOLN AVE ,CHICAGO,IL,60657,41.93272451,-87.65873284
1543500,Trattoria Caterina,614-618 S Dearborn ST ,CHICAGO,IL,60605,41.8742654,-87.62935646
1543510,BEEFEES GRILL INC.,3825 W ROOSEVELT RD ,CHICAGO,IL,60624,41.86611757,-87.72107503
1543605,CAFE VIENNA  & CATERING INC,2523 N CLARK ST ,CHICAGO,IL,60614,41.92848737,-87.64204436
1543636,CATHY'S ULTIMATE SOULFOOD DINNING INC.,5638 W CHICAGO AVE ,CHICAGO,IL,60651,41.89494199,-87.76687934
1543679,PIZZA BY ALEX,5044 W MONTROSE AVE ,CHICAGO,IL,60641,41.96074302,-87.75415206
1543691,ONE STOP SUPER MARKET,1803 W 51ST ST ,CHICAGO,IL,60609,41.8011649,-87.66979506
1543755,CAFE DESCARTES,111 E WACKER DR ,CHICAGO,IL,60601,41.88807943,-87.62404737
1543762,POTBELLY SANDWICH WORKS LLC,1459 W TAYLOR ST ,CHICAGO,IL,60607,41.8691916,-87.66401334
1543792,TOM'S RESTAURANT,2701 E 130TH ST ,CHICAGO,IL,60633,41.65908697,-87.55801288
1543795,FAT TONYS,10659 S WENTWORTH AVE ,CHICAGO,IL,60628,41.69986166,-87.62794267
1543798,POPEYES,3457 W ROOSEVELT RD ,CHICAGO,IL,60624,41.86621302,-87.71278165
1543804,A-1 FOOD SERVICES INC.,920 W PERSHING RD ,CHICAGO,IL,60609,41.82352489,-87.64909491
1543868,UNO DI MARTINO,2122 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96881525,-87.68257785
1543871,D & M EGG COMPANY,2525 S BLUE ISLAND AVE ,CHICAGO,IL,60608,41.84635682,-87.6811176
1543926,CHISCO FOOD MART,4448 S WESTERN AVE ,CHICAGO,IL,60609,41.81243479,-87.68468869
1543932,R & S MINI MART,5901 S PULASKI RD ,CHICAGO,IL,60629,41.7858939,-87.72281335
1544071,WHAT'S YOUR CRAVING?,4716 N BROADWAY ,CHICAGO,IL,60640,41.967613,-87.6590549
1544076,TANOSHII LLC,5547 N CLARK ST ,CHICAGO,IL,60640,41.98309881,-87.66852394
1544131,TLC SUBMARINE,4624 S CICERO AVE ,CHICAGO,IL,60638,41.8086736,-87.74332222
1544186,FIVE STARS FOOD MART,400 E 71st ST ,CHICAGO,IL,60619,41.76582254,-87.6152062
1544200,VICTORIA PRODUCE INC,10500 S EWING AVE ,CHICAGO,IL,60617,41.70447282,-87.53543101
1544207,CITGO FOOD MART,721 E 103RD ST ,CHICAGO,IL,60628,41.70734615,-87.605611
1544229,VAGABOND REST,6001 W DIVERSEY AVE ,CHICAGO,IL,60639,41.93102911,-87.77602474
1544235,DEVON SIZLE INDIA INC.,2509 1/2 W DEVON AVE ,CHICAGO,IL,60659,41.99756998,-87.6927175
1544236,ACE COFFEE BAR INC,3300 N CAMPBELL AVE ,CHICAGO,IL,60618,41.94142629,-87.6907993
1544238,HIPPITY HOP TINY TOT'S INC.,11223 S HALSTED ST ,CHICAGO,IL,60628,41.68982826,-87.64215244
1544241,TOP GROCERY J & R FOOD,2638 W 71ST ST ,CHICAGO,IL,60629,41.76470206,-87.68967847
1544286,INDIE CAFE,5951 N BROADWAY ,CHICAGO,IL,60660,41.99052009,-87.66013591
1544312,AMERICAN RESTAURANT,3005 W MADISON ST ,CHICAGO,IL,60612,41.88091464,-87.7014386
1544318,BIG TONYS PIZZA 2,3732 W 59TH ST ,CHICAGO,IL,60629,41.78614077,-87.71694769
1544321,Red Pepper's Lounge,426 E 87TH ST ,CHICAGO,IL,60619,41.73662997,-87.61333322
1544409,M & T SUPER MARKET INC,7458 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,41.75866718,-87.60554237
1544446,UNCLE  REMUS CHICKEN & BBQ,3715 W ROOSEVELT RD ,CHICAGO,IL,60624,41.86615081,-87.71852063
1544462,EL PUEBLO #1,2212 W DEVON AVE ,CHICAGO,IL,60659,41.99791446,-87.68554388
1544463,EL PUEBLITO #1,6712 N CLARK ST ,CHICAGO,IL,60626,42.00386866,-87.67275339
1544490,GEORGE'S PITA KABOB,5657 N LINCOLN AVE ,CHICAGO,IL,60659,41.98440499,-87.69705038
1544493,5 STAR CHICKEN & FISH,7908 S HALSTED ST ,CHICAGO,IL,60620,41.75032239,-87.64418241
1544559,TAQUERIA VALPARAISO,10500 S WESTERN AVE ,CHICAGO,IL,60643,41.70263855,-87.68164578
1544561,PRECIOUS INFANTS & TOTS LEARNING CENTER INC,624 - 626 E 47TH ST ,CHICAGO,IL,60653,41.80958823,-87.6103618
1544567,ACADEMY BAKERY,1239 S PULASKI RD ,CHICAGO,IL,60623,41.86496597,-87.72498573
1544569,LE BON BON BAKERY,2863 W CERMAK ,CHICAGO,IL,60623,41.85175636,-87.69810347
1544580,EL PABLANO RESTAURANT & BAR,3700 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96843111,-87.72076005
1544586,ALEXANDRA'S CAFE SHOP,6458 N MILWAUKEE AVE ,CHICAGO,IL,60631,41.99862606,-87.78921769
1544696,MARILLAC SOCIAL CENTER INC.,212 S FRANCISCO AVE ,CHICAGO,IL,60612,41.87786014,-87.69877543
1544705,ALINEA RESTAURANT LLC,1723 N HALSTED ST ,CHICAGO,IL,60614,41.91348383,-87.64820624
1544738,SUBWAY,3346 W FOSTER AVE ,CHICAGO,IL,60625,41.97580851,-87.71302648
1544799,GAS PLUS INC.,6000 S WESTERN AVE ,CHICAGO,IL,60636,41.78463932,-87.68393594
1544819,GAS CENTER,3037 W 63RD ST ,CHICAGO,IL,60629,41.77891322,-87.69971083
1544856,FAT CAT,4840 N BROADWAY ,CHICAGO,IL,60640,41.970178,-87.65984901
1544868,SUBWAY,1916 S STATE ST ,CHICAGO,IL,60616,41.8560527,-87.62731126
1544882,TUSCANY CAFE,5700 S CICERO AVE ,CHICAGO,IL,60638,41.78932932,-87.74164564
1544893,SEE THRU CHINESE KITCHEN,5012 N PULASKI RD ,CHICAGO,IL,60630,41.97229869,-87.72828866
1544896,MERLE'S COFFEE SHOPPE,4642 N FRANCISCO AVE ,CHICAGO,IL,60625,41.9659687,-87.70120492
1544906,GIANNA'S PIZZA,9613 S WESTERN AVE ,CHICAGO,IL,60643,41.71868264,-87.68184758
1544912,LA PRIMERA GROCERY STORE,5407 S KEDZIE AVE ,CHICAGO,IL,60632,41.79510786,-87.70345956
1544916,NORTHSTAR COFFEE,2570 N ELSTON AVE ,CHICAGO,IL,60647,41.92820408,-87.68225483
1544926,MANGIA PIZZA,6944 W BELMONT AVE ,CHICAGO,IL,60634,41.93820462,-87.80000595
1544937,THE PUMPING CO INC,6157 N BROADWAY ,CHICAGO,IL,60660,41.9939727,-87.66024238
1544951,SUBWAY 7709,177 N WELLS ST ,CHICAGO,IL,60606,41.88525719,-87.6337698
1544972,SUBWAY,4845 N WESTERN AVE ,CHICAGO,IL,60625,41.96998244,-87.68880254
1545015,CITGO GAS,6700 S ASHLAND AVE ,CHICAGO,IL,60636,41.77209823,-87.66416462
1545021,CVS/PHARMACY #5795,3411 W ADDISON ST ,CHICAGO,IL,60618,41.94645156,-87.7131683
1545061,TAKE THE CAKE,1635 W WALNUT ST ,CHICAGO,IL,60612,41.88602339,-87.66836868
1545075,SUBWAY,300 N MICHIGAN AVE ,CHICAGO,IL,60601,41.8868758,-87.62468519
1545086,SUBWAY,400 S FINANCIAL ,CHICAGO,IL,60605,41.87679744,-87.63325591
1545095,LA GUADALUPANA,2525 S BLUE ISLAND AVE ,CHICAGO,IL,60608,41.84635682,-87.6811176
1545130,SUBWAY,201 N CLARK ST ,CHICAGO,IL,60601,41.88577122,-87.63082982
1545133,MRS BAIRD'S BAKERIES BUSINESS,2525 S BLUE ISLAND AVE ,CHICAGO,IL,60608,41.84635682,-87.6811176
1545138,Chipotle Mexican Grill,230 W MONROE ST ,CHICAGO,IL,60606,41.88075716,-87.6347093
1545158,"SANDRA'S FOOD INC,",4231 S ARCHER AVE ,CHICAGO,IL,60632,41.81642688,-87.70020651
1545166,CHICAGO'S GOLDEN CRUST BAKERY,2612 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96867613,-87.69436907
1545191,SUSIE'S DRIVE IN,4126 W MONTROSE AVE ,CHICAGO,IL,60641,41.96102084,-87.7309853
1545194,CITGO GAS STATION & FOOD MART,9955 S WESTERN AVE ,CHICAGO,IL,60643,41.71207268,-87.68164415
1545217,FRUTERIA ZAVALA,2859 S ST LOUIS AVE ,CHICAGO,IL,60623,41.8390235,-87.71205648
1545265,BABA'S FAMOUS STEAK AND LEMONADE,9305 S HALSTED ST ,CHICAGO,IL,60620,41.72480922,-87.64315776
1545302,SUPERMERCADO LA CANASTA,5000 S WESTERN AVE ,CHICAGO,IL,60609,41.80287082,-87.68441634
1545313,JERRY'S FOOD MART,906 N CALIFORNIA AVE ,CHICAGO,IL,60622,41.89772438,-87.69690243
1545331,MARISCOS EL VENENO,6651 S PULASKI RD ,CHICAGO,IL,60629,41.77167105,-87.72243674
1545381,VIREVA NURSEY SCHOOL,1935 W 51ST ST ,CHICAGO,IL,60609,41.80113414,-87.67344401
1545458,LOVE N LEARN ACADEMY INC,723-725 E 75TH ST ,CHICAGO,IL,60619,41.7584451,-87.60685482
1545520,"KARYN'S COOKED, INC.",738 N WELLS ST ,CHICAGO,IL,60654,41.89592017,-87.63433036
1545525,FRANKO'S PIZZA EXPRESS,1109 W BRYN MAWR AVE ,CHICAGO,IL,60660,41.98354261,-87.65842915
1545541,CHINA  SNACK     (I.D REQUIRED),3025 W CERMAK RD ,CHICAGO,IL,60623,41.85170859,-87.70151949
1545548,BLUE BIRD FOOD MART,3800 W 24TH ST ,CHICAGO,IL,60623,41.8480941,-87.71983718
1545597,ROSDED,2308 W LELAND AVE ,CHICAGO,IL,60625,41.96682443,-87.68789284
1545626,RENAD FOOD INC.,5311 W NORTH AVE ,CHICAGO,IL,60639,41.90935582,-87.75855846
1545632,CITGO,1151 W 63RD ST ,CHICAGO,IL,60621,41.77950377,-87.65410179
1545665,QUEST FOOD MANAGEMENT SERVICE,4200 W 115TH ST ,CHICAGO,IL,60655,41.68399182,-87.72501728
1545687,QUIZNOS CLASSIC SUB,180 N STETSON AVE ,CHICAGO,IL,60601,41.88536782,-87.6224472
1545697,OGDEN CITGO,3939 W OGDEN AVE ,CHICAGO,IL,60623,41.85128849,-87.72385084
1545738,"COZY CORNER DINER AND PANCAKE HOUSE, INC",2294 1/2 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.92259747,-87.69709763
1545739,EL CAMPESTRE RESTAURANT,4226 S ARCHER AVE ,CHICAGO,IL,60632,41.81666438,-87.70028218
1545773,LOW PRICE PANTRY,2804 W TOUHY AVE ,CHICAGO,IL,60645,42.01216872,-87.69998796
1545776,TASTE OF MEXICO,12303 S HALSTED ST ,CHICAGO,IL,60628,41.67039443,-87.64151373
1545781,GIGI CUT RATE CENTER,3333 N LINCOLN AVE ,CHICAGO,IL,60657,41.94234053,-87.67035107
1545790,CARNICERIA EL GORDO,2349 S CALIFORNIA AVE ,CHICAGO,IL,60608,41.84862617,-87.69520842
1545825,BELMONT MINI MART,5557 W BELMONT AVE ,CHICAGO,IL,60641,41.93846648,-87.76635674
1545858,TRIPOLIS  CAFE,2617 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96845517,-87.6945352
1545880,PIZZA-METRO,1707 W DIVISION ST ,CHICAGO,IL,60622,41.90319053,-87.67029009
1545884,"EASTSIDE SHARKS, INC.",100 E 79TH ST ,CHICAGO,IL,60619,41.75111814,-87.62130733
1545897,PAPA JOHN'S PIZZA,2620 N NARRAGANSETT AVE ,CHICAGO,IL,60639,41.92799529,-87.78575236
1545898,"K & M GROCERY, INC.",3179 W MADISON ST ,CHICAGO,IL,60612,41.88086436,-87.70599745
1545943,TLATZALA RESTAURANT,3816 W MONTROSE AVE ,CHICAGO,IL,60618,41.96110778,-87.72367413
1545991,SOUTH CHINA KITCHEN #2 INC.,7836-7838 S WESTERN AVE ,CHICAGO,IL,60620,41.75081791,-87.6830146
1546029,BANANA LEAF,3819-21 N SOUTHPORT AVE ,CHICAGO,IL,60613,41.95133684,-87.6639883
1546035,ADAMS FOOD MARKET,4001 W ADAMS ST ,CHICAGO,IL,60624,41.87786891,-87.72569911
1546080,KODA,10352 S WESTERN AVE ,CHICAGO,IL,60643,41.70481272,-87.6817179
1546087,LUCKY MINI MART,4103 N LINCOLN AVE ,CHICAGO,IL,60618,41.9561171,-87.67996562
1546100,E & H PIZZA INC. DOMINO'S PIZZA,3336 N HARLEM AVE ,CHICAGO,IL,60634,41.94086524,-87.80699551
1546105,ENGLEWOOD GROCERY,1848 W 59TH ST ,CHICAGO,IL,60636,41.7867729,-87.67119352
1546129,FRUTERIA ELISA,2200 W 23RD ST ,CHICAGO,IL,60608,41.85039625,-87.6807552
1546162,HOT DOUG'S,3324 N CALIFORNIA AVE ,CHICAGO,IL,60618,41.94267996,-87.69806831
1546169,EL CHIQUIS,3281 W ARMITAGE AVE ,CHICAGO,IL,60647,41.9172515,-87.71020613
1546221,SUBWAY OF EDISON  PARK,6694 N NORTHWEST HWY ,CHICAGO,IL,60631,42.00258143,-87.81607036
1546245,NATASHA'S FOOD,3300 W WABANSIA AVE ,CHICAGO,IL,60647,41.91200762,-87.71020739
1546299,MRS. OLEARY'S PUB & GRILL,4364-4368 N MILWAUKEE AVE ,CHICAGO,IL,60641,41.96038425,-87.75443672
1546329,Chicago's Blarney Stone,3422-3424 N SHEFFIELD AVE ,CHICAGO,IL,60657,41.9442949,-87.65438636
1546332,MIKE & LOUS FAST FOOD,3507 N MILWAUKEE AVE ,CHICAGO,IL,60641,41.94440478,-87.73233026
1546407,BEN'S HOTDOG STAND,3043 W FIFTH AVE ,CHICAGO,IL,60612,41.8791867,-87.70266847
1546438,ARMAN DOLLAR DISCOUNT MART,7725 W ADDISON ST ,CHICAGO,IL,60634,41.94509199,-87.82033987
1546445,BOHEMIA TRADING CORPORATION,1900 N AUSTIN AVE ,CHICAGO,IL,60639,41.91482043,-87.77555967
1546460,SU TAQUERIA EL GALLO BRAVO,3156 N AUSTIN AVE ,CHICAGO,IL,60634,41.938341,-87.77635805
1546507,Embassy Suites Hotel,511 N COLUMBUS DR ,CHICAGO,IL,60611,41.89140488,-87.62008123
1546539,DUNKIN DONUTS BASKIN ROBBINS,8753 S STONY ISLAND AVE ,CHICAGO,IL,60617,41.73536134,-87.58501433
1546563,KINDERCARE LEARNING CENTERS,446 E ONTARIO ST ,CHICAGO,IL,60611,41.89357131,-87.61594748
1546564,KINDERCARE LEARNING CENTERS,446 E ONTARIO ST ,CHICAGO,IL,60611,41.89357131,-87.61594748
1546565,EVA'S TACO,2050 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.91851166,-87.69039443
1546645,JELLYBEAN LEARNING CENTER,8501 S ASHLAND AVE ,CHICAGO,IL,60620,41.73934321,-87.66300792
1546653,DUNKIN DONUTS,1710 W 18TH ST ,CHICAGO,IL,60608,41.85785845,-87.66927556
1546658,DUNKIN DONUTS,3528 S LEAVITT ST ,CHICAGO,IL,60609,41.82954388,-87.68028914
1546681,KIKUYA RESTAURANT,1601 E 55TH ST ,CHICAGO,IL,60615,41.79507542,-87.58752074
1546696,BEVERLY BAKERY INC,10528 S WESTERN AVE ,CHICAGO,IL,60643,41.70184538,-87.68162396
1546717,ELEVEN CITY DINER,1112 S WABASH AVE ,CHICAGO,IL,60605,41.8688341,-87.62600895
1546723,F.N FOOD,5401 W AUGUSTA BLVD ,CHICAGO,IL,60651,41.89842933,-87.7609112
1546725,SNAPPY CONVENIENCE CENTER,5114 S PULASKI RD ,CHICAGO,IL,60632,41.79993148,-87.72350128
1546737,GALAXY GIFT SHOP,24 E CONGRESS PKWY ,CHICAGO,IL,60605,41.87578549,-87.62670643
1546738,MY TASTE,2739 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96842901,-87.69778528
1546745,MCDONALD'S,8415 S PULASKI RD ,CHICAGO,IL,60652,41.73986052,-87.7214563
1546813,ALZAHRRA FOOD MARKET INC.,5960 W NORTH AVE ,CHICAGO,IL,60639,41.90936407,-87.7755414
1546823,JJ FISH CHICKEN AND MORE,5901 S MORGAN ST ,CHICAGO,IL,60621,41.78686711,-87.64967886
1546847,BUY 'N SAVE,3208 1/2 N LINCOLN AVE ,CHICAGO,IL,60657,41.93991707,-87.66899088
1546907,GULSHAN ENTERPRISES,6410-12 N CLAREMONT AVE ,CHICAGO,IL,60645,41.99812089,-87.68882213
1546910,RED GINGER,3103 N NARRAGANSETT AVE ,CHICAGO,IL,60634,41.93659881,-87.78572818
1546940,TAQUERIA EL MEXICANO,3332 W 63RD ST ,CHICAGO,IL,60629,41.77902176,-87.70688981
1546956,FRIEDMAN PLACE,5527 N MAPLEWOOD AVE ,CHICAGO,IL,60625,41.98220622,-87.69290712
1546966,PETE'S MEAT & PRODUCE #2,2001 W 71ST ST ,CHICAGO,IL,60636,41.76469612,-87.67359278
1547023,7-Eleven,2181 N CLYBOURN AVE ,CHICAGO,IL,60614,41.92117838,-87.66357939
1547029,FAMILY DOLLAR STORE #6643,5546 W BELMONT AVE ,CHICAGO,IL,60641,41.93869041,-87.76596549
1547031,FAMILY DOLLAR STORE #6618,4247 W MADISON ST ,CHICAGO,IL,60624,41.880536,-87.73244355
1547125,"STELLA'S FAST FOOD, INC.",2200 W IRVING PARK RD ,CHICAGO,IL,60618,41.95419358,-87.68367527
1547142,D-BENNY GRILL,1005 W ARGYLE ST ,CHICAGO,IL,60640,41.97319932,-87.6551639
1547146,HAVANA CUBAN'S TIENDA,3759 W DIVERSEY AVE ,CHICAGO,IL,60647,41.93174212,-87.72202409
1547163,NESTLE TOLLHOUSE,2 N RIVERSIDE PLZ ,CHICAGO,IL,60606,41.88197705,-87.63887584
1547254,COLUTA'S PIZZA,4946 W DIVERSEY AVE ,CHICAGO,IL,60639,41.9315855,-87.75092912
1547255,7- ELEVEN,125 S CLARK ST ,CHICAGO,IL,60603,41.87998851,-87.63068884
1547263,DOLLAR ISLAND PLUS INC.,5941 W DIVERSEY AVE ,CHICAGO,IL,60639,41.9310402,-87.77519907
1547284,PANCITERIA MABUHAY,3810 N CENTRAL AVE ,CHICAGO,IL,60634,41.94988417,-87.76703882
1547298,SUNDARBAN'S FISH BAR,6409 N BELL AVE ,CHICAGO,IL,60645,41.99811111,-87.68609085
1547358,ST. JOHN OF GOD,5114 S ELIZABETH ST ,CHICAGO,IL,60609,41.80094516,-87.65640915
1547395,DAVID'S MAXWELL ST.,4933 S ASHLAND AVE ,CHICAGO,IL,60609,41.80394978,-87.66469984
1547403,EATZI'S EASYGOING GOURMET,2828 N CLARK ST ,CHICAGO,IL,60657,41.93347404,-87.64559929
1547427,ALDI #30,3030 S KEDZIE AVE ,CHICAGO,IL,60623,41.83811415,-87.70499446
1547453,KOLATEK'S BAKERY & DELI,2447 N HARLEM AVE ,CHICAGO,IL,60707,41.92488554,-87.80613738
1547488,J.J. PEPPERS,659 W 31ST ST ,CHICAGO,IL,60616,41.83796742,-87.64378541
1547495,ARAMARK,21 S CLARK ST ,CHICAGO,IL,60603,41.88143431,-87.63072038
1547524,LA ESQUINITA MEXICAN,3400 W FULLERTON AVE ,CHICAGO,IL,60647,41.9247696,-87.71216993
1547544,LITTLE GUATEMALA,4755 N ROCKWELL ST ,CHICAGO,IL,60625,41.96831845,-87.69364349
1547554,SUPERMERCADO BARRERA,2336 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.92355668,-87.69864677
1547590,LEONARDO'S RISTORANTE TUSCAN BISTRO,5657-5659 N CLARK ST ,CHICAGO,IL,60660,41.98497217,-87.66892851
1547594,SANDWICH & SALAD,615 W LAKE ST ,CHICAGO,IL,60661,41.88559449,-87.64346246
1547606,CVS/PHARMACY #5836,1228 E 53RD ST ,CHICAGO,IL,60615,41.79957783,-87.59543211
1547638,HAROLD'S CHICKEN RESTAURANT,3792 W 79TH ST ,CHICAGO,IL,60652,41.74974186,-87.71794639
1547664,MC SNACK SHOP,1445 W MORSE AVE ,CHICAGO,IL,60626,42.00776666,-87.66769861
1547671,E AND C RESTAURANT,4749 N ALBANY AVE ,CHICAGO,IL,60625,41.9681042,-87.70587152
1547682,"MRS. NOODLES, INC.",5956 W HIGGINS AVE ,CHICAGO,IL,60630,41.97317192,-87.77780329
1547695,Osteria Via Stato,620 N STATE ST ,CHICAGO,IL,60610,41.89306252,-87.62826529
1547706,STOCKS & BLONDES BAR & GRILLE,40 N WELLS ST ,CHICAGO,IL,60606,41.8829406,-87.63400629
1547716,M.S.A. RESTAURANT,5915 W DIVISION ST ,CHICAGO,IL,60651,41.90191359,-87.77363179
1547771,"TONYS STEAK, WINGS & LEMONADE",1400 W 95TH ST ,CHICAGO,IL,60643,41.72138665,-87.65787584
